	GSM388810	GSM388811	GSM388812	GSM388813	GSM388814	GSM388815	GSM388816
245249_at	11.8816	8.41073	11.96	8.73145	12.1007	8.05905	11.9862
245250_at	6.74523	3.64484	7.15798	3.77496	6.92733	4.05089	7.24011
245251_at	10.5736	5.61853	10.8749	5.62795	10.5784	5.44517	10.7634
245252_at	11.5458	5.98648	11.6595	6.2398	11.8824	6.04672	11.8536
245253_at	6.28749	8.23309	5.09823	9.84494	6.4006	8.21054	5.83536
245254_at	7.03899	8.75621	7.10149	8.54725	6.92083	9.02163	6.75117
245255_at	9.96377	8.31002	9.96964	8.48721	9.92191	8.54212	9.86126
245256_at	3.97296	4.66434	4.17606	4.44748	3.85914	4.53251	4.17493
245257_at	3.1075	3.21662	3.17352	3.19753	3.14091	3.06661	3.17352
245258_at	3.51392	3.46207	3.42247	3.46207	3.46207	3.46207	3.3833
245259_at	3.22032	3.2789	3.28256	3.22921	3.15093	3.22921	3.17999
245260_at	6.95381	8.36673	6.7257	8.63854	6.9214	8.56826	6.8214
245261_at	5.32559	5.61854	5.39393	5.81226	5.49086	5.94779	5.48534
245262_at	3.91991	4.81903	3.88988	5.09798	4.04644	4.7189	4.0536
245263_at	5.78762	8.17751	6.37827	8.27686	6.22916	7.83343	6.71478
245264_at	8.25211	8.74259	7.35839	9.15649	8.33839	8.46024	7.42237
245265_at	3.4828	6.25788	3.67244	7.53771	3.74189	6.27461	4.0077
245266_at	8.3469	6.61724	8.03512	6.89232	8.23358	6.42043	8.0847
245267_at	3.23511	3.26435	3.22921	3.26032	3.23511	3.23432	3.23511
245268_at	6.21789	6.78492	6.43796	6.39234	6.20324	7.05691	6.17947
245269_at	8.97939	8.70638	8.84376	8.93679	8.86937	8.68894	8.86765
245270_at	8.4775	10.7746	8.90495	10.9414	8.46462	10.8619	8.91134
245271_at	6.48226	6.681	6.56968	7.17195	6.72177	7.01095	6.72273
245272_at	6.61785	5.0619	6.42093	5.31476	6.45851	5.37748	6.37035
245273_at	9.08203	6.71015	8.87714	6.4573	8.72585	6.97903	8.69067
245274_at	5.98018	8.62347	6.23728	8.54191	5.6355	8.77637	6.19166
245275_at	3.80721	3.57783	3.69265	3.71489	3.80981	3.66347	3.71489
245276_at	9.08051	5.96362	8.43048	6.4079	8.88798	6.13145	8.2587
245277_at	11.1468	8.16982	11.1062	8.78937	11.2497	8.12453	11.0537
245278_at	9.61349	8.47013	9.45195	8.03819	9.42037	8.29888	9.40748
245279_at	8.33754	7.9203	8.26285	7.89367	8.10916	7.71696	8.2087
245280_at	5.94203	6.14758	5.98499	5.67097	5.84236	6.13464	6.05828
245281_at	8.01272	11.9091	8.23681	11.7261	7.87472	11.8248	8.2844
245282_at	7.55251	8.03827	7.41067	7.95848	7.21778	8.41857	7.27728
245283_at	6.98323	6.10449	6.83495	6.00508	7.17856	6.1909	7.03577
245284_at	8.13131	10.7975	8.36106	10.4938	8.26516	10.6122	8.50431
245285_s_at	7.55951	9.37459	8.04897	9.05175	7.85753	9.25464	7.93257
245286_at	10.669	11.9377	10.7975	11.8517	10.7893	11.9186	10.7756
245287_at	8.29082	8.41409	8.25058	8.57481	8.40586	8.79558	8.29241
245288_at	7.61213	7.46692	7.76461	7.52902	7.61213	7.71825	7.71012
245289_at	10.8681	10.2991	10.5249	10.07	10.6486	10.0438	10.4913
245290_at	7.81566	9.386	7.35051	9.33142	7.78683	9.57946	7.38062
245291_at	6.31792	8.57617	6.38503	8.635	6.21815	8.74798	6.61563
245292_at	6.8723	6.82027	6.59962	6.82027	7.17544	6.85689	6.80429
245293_at	7.70404	7.7859	7.40332	7.74418	7.66529	7.91604	7.44868
245294_at	8.12019	7.50149	8.23074	7.55999	7.9418	7.41276	8.32678
245295_at	7.90242	6.38522	7.78332	6.52663	7.60929	6.88109	7.69249
245296_at	7.06742	9.40862	7.019	9.58861	7.12715	9.78659	6.8897
245297_at	7.15079	5.68711	7.43171	6.39882	7.17872	5.69794	7.27437
245298_at	7.78468	6.71568	7.50255	7.03606	7.65728	6.84594	7.52294
245299_at	10.9118	9.85799	10.8726	9.88145	10.7598	9.88054	10.7261
245300_at	3.54452	3.54452	3.47416	3.54793	3.47416	3.56036	3.55857
245301_at	5.34683	6.19436	5.58805	5.98192	5.28493	6.19243	5.49835
245302_at	5.9731	6.08449	5.87026	6.0608	5.92517	6.11023	5.85717
245303_at	5.63357	5.0619	5.76291	5.66343	5.97931	5.26737	5.90271
245304_at	6.9647	9.36707	7.16832	9.5012	7.04289	9.39327	6.86392
245305_at	3.63017	3.4787	3.67244	3.38136	3.4787	3.30318	3.4787
245306_at	6.61546	6.34271	5.94276	6.54556	6.41193	6.59764	5.81588
245307_at	7.03872	7.0772	6.89543	6.63778	7.08223	7.22463	6.71973
245308_at	9.64607	6.12813	9.44171	6.71905	9.79245	6.34379	9.44767
245309_at	3.92285	3.87702	3.87702	3.98531	3.87702	3.81401	3.87702
245310_at	4.96997	5.33423	4.7221	5.84911	5.11628	5.32518	4.99753
245311_at	9.80967	10.804	10.1515	11.2827	10.1341	10.7839	10.2466
245312_at	5.3395	4.98706	5.18836	5.04695	5.66437	5.30912	5.22562
245313_at	9.57525	5.38259	9.17476	5.77261	9.68689	6.2806	9.37297
245314_at	4.98612	4.68908	4.31662	4.6718	4.79971	4.72888	4.24344
245315_at	10.2305	8.88663	9.73312	9.18002	10.0251	9.10898	9.65
245316_at	8.4554	8.04911	8.34195	8.18422	8.48834	8.20935	8.24341
245317_at	13.079	4.52502	12.5111	4.85989	12.9324	5.24017	12.4945
245318_at	6.12648	11.756	6.88675	11.9188	5.82668	11.49	7.30619
245319_at	9.95274	4.96753	9.92254	4.77959	10.2202	4.74872	10.1358
245320_at	7.30664	6.88483	7.16988	6.9301	7.34756	6.82864	7.22603
245321_at	9.86458	12.5122	9.49899	12.2376	9.68282	12.5488	9.40178
245322_at	4.48819	4.12234	4.04963	4.03427	4.04963	3.95562	4.04963
245323_at	10.3335	7.71904	10.3289	8.22369	10.3164	8.14357	10.2988
245324_at	9.59117	6.46761	9.38396	6.03867	9.59916	6.56077	9.12599
245325_at	3.91202	3.63117	4.55743	3.76173	3.91202	3.53361	4.41361
245326_at	4.07683	6.80537	4.18145	7.04227	4.39611	7.15045	4.36789
245327_at	5.18789	5.61938	5.30944	5.59622	5.41399	5.45441	5.42021
245328_at	3.96192	3.67147	3.67147	3.42929	3.71347	3.51644	3.67147
245329_at	8.84103	8.95356	9.21676	9.14589	8.82249	8.98487	9.35361
245330_at	9.10368	9.36992	9.2001	8.55278	8.87724	9.04149	8.94837
245331_at	9.03223	8.94625	8.6366	8.70171	8.85257	8.85257	8.80493
245332_at	11.3517	9.05497	11.3327	9.07757	11.3726	9.45813	11.2808
245333_at	8.61177	9.10801	8.32633	9.21269	8.60904	9.33992	8.37284
245334_at	9.28516	9.10394	9.14868	9.53888	9.38663	9.24729	9.14547
245335_at	3.88734	3.59153	3.97117	3.76542	3.5728	3.70812	3.6374
245336_at	5.02522	5.42905	5.10327	6.12576	4.79678	5.3258	4.9263
245337_at	6.81058	7.28596	6.84214	7.32373	6.65906	7.48835	6.7752
245338_at	4.95219	6.68833	5.04504	7.37858	5.074	6.84951	5.46254
245339_at	5.91262	5.83779	5.60586	5.93168	5.65963	6.30062	5.53801
245340_at	8.60857	7.53776	8.47024	8.11597	8.6972	7.80091	8.51278
245341_at	3.35508	4.81988	3.55439	4.61423	3.31358	4.53947	3.30706
245342_at	10.5546	11.4961	10.8065	11.8422	10.8502	11.3781	10.8307
245343_at	4.61024	4.92309	4.23989	5.06919	4.49833	5.09868	4.61024
245344_at	8.44096	7.49502	8.36885	7.27205	8.33682	7.26812	8.40501
245345_at	4.03908	3.63117	3.53608	3.73118	3.80699	3.77235	3.73118
245346_at	8.85062	11.4715	9.23672	11.4622	8.63814	11.591	9.28568
245347_at	4.67413	9.62079	4.72405	9.99007	4.67412	9.83235	5.54278
245348_at	3.78405	7.70479	4.00646	8.12232	4.10091	8.21724	3.87008
245349_at	8.70466	9.4331	8.43234	9.12451	8.55031	9.52196	8.54057
245350_at	7.66082	7.67197	7.59164	7.59164	7.59164	7.59164	7.55044
245351_at	9.23261	9.38867	9.37005	8.92906	8.98711	9.43007	9.15352
245352_at	8.65186	6.61662	8.11913	6.99931	8.76422	6.42818	8.22614
245353_at	4.09486	4.45699	3.76261	4.90751	4.09486	4.46234	3.71077
245354_at	7.16836	10.6967	7.70114	10.8299	7.5142	10.2627	7.91148
245355_at	10.0943	11.0896	10.1847	11.5302	10.1049	11.1812	10.2964
245356_at	11.3386	12.0242	11.4086	12.1914	11.3584	12.0962	11.3612
245357_at	6.77513	10.5018	7.2804	10.4813	7.08615	10.4526	7.60017
245358_at	7.83198	8.06656	8.07168	7.86448	7.74479	7.80758	7.86448
245359_at	10.4414	6.94274	10.1198	7.58412	10.4127	7.20742	10.0288
245360_at	8.79314	7.87166	8.45076	7.98756	8.43525	8.10487	8.36611
245361_at	7.72543	7.27281	8.08282	7.01673	7.92174	6.87924	7.88231
245362_at	4.92234	6.30638	4.34595	6.40767	4.38124	6.49317	4.57276
245363_at	9.33332	3.26663	9.37533	3.28931	9.29801	4.08128	9.24625
245364_at	3.59558	6.48174	3.99955	6.54013	3.78924	6.53434	3.9352
245365_at	9.03041	6.55396	8.84527	6.90053	8.74506	6.73071	8.72529
245366_at	6.62028	7.25625	7.06078	7.61647	6.97439	7.27351	7.086
245367_at	4.09747	5.86317	4.00301	6.88658	3.81263	6.28506	3.95741
245368_at	4.5638	9.41536	4.77069	9.00811	4.35931	8.87552	4.73317
245369_at	4.55047	4.03643	4.70871	4.21556	4.62552	4.00881	4.57392
245370_at	5.01317	4.67829	4.90605	4.78221	4.92944	4.59242	4.80624
245371_at	3.70003	3.8999	3.67827	3.75984	3.55581	3.86479	3.64166
245372_at	9.05768	9.63065	9.28271	10.6414	9.30086	10.1015	9.4009
245373_s_at	11.1592	10.554	11.4339	10.6263	11.3959	10.5611	11.4529
245374_at	9.09356	7.88885	9.01512	7.57595	8.81655	7.82564	8.96373
245375_at	3.8791	3.99333	3.99333	3.99333	4.06456	3.99333	3.93201
245376_at	3.6859	3.34014	3.46207	3.16555	3.46864	3.30768	3.38018
245377_at	4.13241	4.12162	4.13241	4.13241	4.19143	4.27055	4.13241
245378_at	4.54549	4.18625	4.13241	4.33568	4.18104	4.28219	3.98987
245379_at	5.93391	5.29524	5.8415	5.09004	5.67841	5.10419	5.8086
245380_at	3.5384	3.63117	3.45421	3.58877	3.65048	3.58877	3.58877
245381_at	3.46207	3.35715	3.47565	3.46207	3.58225	3.46207	3.46207
245382_at	5.16275	3.79716	4.6315	3.84918	5.62385	4.05787	4.75414
245383_at	4.90603	7.11948	4.69705	8.17139	4.52044	7.56281	4.59205
245384_at	3.02349	3.45315	3.34865	3.45082	3.14476	3.50168	3.3004
245385_at	3.40501	8.69865	3.22001	7.89473	3.13029	9.1291	3.34198
245386_at	6.616	6.00187	6.01099	6.46553	6.83586	6.34759	6.14914
245387_at	8.4929	9.09681	8.45781	9.32933	8.43178	9.27492	8.47502
245388_at	7.74204	11.4992	7.94524	11.7671	7.79746	11.4938	7.92118
245389_at	4.60616	4.1537	4.20226	4.20226	4.31524	4.14518	4.10424
245390_at	9.23421	7.14018	9.34893	7.47094	9.47846	7.01721	9.27448
245391_at	10.6877	10.5561	10.8617	10.1956	11.1235	10.3713	10.9542
245392_at	3.42403	4.61908	3.36637	4.34012	3.38178	4.45442	3.36152
245393_at	9.1227	4.43564	8.95242	4.87762	9.0663	4.3796	8.82946
245394_at	8.96571	9.84074	9.25582	10.2593	9.42756	10.0631	9.35181
245395_at	6.26931	7.00251	6.40356	6.91355	6.30475	6.86301	6.3666
245396_at	6.14921	8.29464	6.4396	8.73134	6.61797	8.39331	6.50841
245397_at	4.94852	7.13286	4.42515	7.70291	5.02466	7.25003	4.5142
245398_at	8.03908	6.57162	7.55686	6.60608	7.77002	6.8693	7.3985
245399_at	5.90378	10.9149	5.73448	10.885	6.23152	10.7194	5.96847
245400_at	10.9205	11.5202	10.7913	11.3977	10.7732	11.4528	10.8049
245401_at	4.49222	4.6683	4.24766	5.25089	4.64033	4.70914	4.32721
245402_at	3.49419	3.50313	3.49419	3.42924	3.67337	3.71855	3.45331
245403_at	3.10405	3.12777	3.18578	3.1307	3.15654	3.02888	3.2707
245404_at	6.02685	4.55798	6.66748	4.61587	6.05416	4.43859	6.4771
245405_at	4.75027	6.07569	5.17865	6.05682	4.89287	6.12936	5.33242
245406_at	4.5721	4.56649	4.53344	4.38545	4.41615	4.5721	4.53344
245407_at	9.89801	9.35617	9.94343	9.40107	10.0285	9.59873	10.0419
245408_at	5.57529	6.58231	5.305	6.69856	5.58511	6.56774	5.54278
245409_at	3.30186	3.26067	3.17495	3.28902	3.20219	2.99757	3.08124
245410_at	3.13606	3.20808	3.12593	3.13029	3.13029	3.01302	3.13029
245411_at	4.18381	3.45879	4.32016	3.94232	4.31461	3.38001	4.43677
245412_at	4.24247	4.09755	4.09547	3.98272	4.09547	3.99973	3.96545
245413_at	9.30889	8.05686	9.1755	7.58563	9.33317	7.8821	9.14121
245414_at	6.73495	5.5407	6.24326	5.57751	6.48284	5.8583	6.00988
245415_at	8.08424	9.967	8.41554	9.33132	7.963	9.5977	8.48007
245416_at	5.22316	5.93199	4.54182	5.58887	5.22316	6.36626	4.71718
245417_at	4.9209	8.05625	5.56623	7.73243	5.22181	7.73961	5.52565
245418_at	7.855	8.57379	7.85185	7.99059	7.88772	8.72319	7.78018
245419_at	3.63973	3.67126	3.67126	3.66475	3.67126	3.78069	3.67126
245420_at	7.29037	6.10892	6.87345	6.23822	6.86047	5.85215	6.7712
245421_at	5.2066	5.58777	4.975	6.20329	4.99942	6.16159	4.97091
245422_at	3.74841	4.19137	3.89645	5.77832	3.85914	3.81401	3.69369
245423_at	5.12162	3.92649	4.49908	3.72741	4.92481	3.99984	4.66088
245424_at	3.3733	3.2919	3.2919	3.13768	3.2919	3.2919	3.17239
245425_at	8.18056	8.03469	8.32546	8.0155	8.25659	8.13144	8.39086
245426_at	4.39668	5.67255	4.89883	5.94777	4.8521	5.8634	5.06439
245427_at	6.75748	7.27811	6.32323	7.30032	6.87098	7.47359	6.42169
245428_at	6.59019	7.38865	6.48043	7.12597	6.2472	7.17934	6.27226
245429_at	4.70208	4.46313	4.57988	4.47474	4.64033	4.44307	4.4962
245430_at	8.03763	7.03278	8.22568	7.1668	8.14474	7.22327	8.35601
245431_at	7.49365	7.4147	6.25286	7.12597	7.12597	7.42474	6.28754
245432_at	6.12807	6.9104	6.47335	6.81217	6.29187	6.67899	6.5575
245433_at	8.86682	7.03012	8.70064	6.83154	8.61542	7.14415	8.71844
245434_at	7.17226	5.4801	6.98047	5.68704	6.7607	5.61988	6.89975
245435_at	4.327	4.099	4.23693	3.60366	4.06301	3.86801	4.15479
245436_at	3.57221	3.71673	3.7495	3.62468	3.70167	3.72038	3.35118
245437_at	6.82304	5.35387	6.92543	5.45615	7.06078	5.21171	6.93247
245438_at	5.36751	6.92765	5.37799	6.73085	5.23723	6.54839	5.27423
245439_at	4.89951	4.52171	4.69597	4.36219	4.97832	4.51542	4.74451
245440_at	8.58853	3.87623	8.12062	3.97156	8.53193	3.86678	8.08344
245441_at	4.72128	4.75414	4.75414	5.34279	4.65879	5.32369	4.69331
245442_at	4.53299	5.07249	4.44889	4.83787	4.66459	4.71265	4.67965
245443_at	3.28506	3.28506	3.20922	3.28506	3.29215	3.28506	3.29844
245444_at	4.2869	4.03365	4.03484	4.06473	4.06585	4.06473	4.02689
245445_at	3.63972	3.65637	3.62521	3.83041	3.76312	3.70399	3.59558
245446_at	8.43906	7.77823	8.3646	7.75951	8.43983	8.06107	8.32071
245447_at	8.99442	3.37055	8.87676	3.23612	9.16961	3.62678	8.98383
245448_at	3.2835	3.05456	3.02995	3.16333	3.16333	3.10636	3.16333
245449_at	4.45208	4.20601	3.99858	4.09912	4.0741	4.13143	4.13143
245450_at	3.51392	3.42681	3.55225	3.36092	3.36512	3.42106	3.42681
245451_at	3.45594	3.47293	3.41733	3.48345	3.61123	3.37412	3.41468
245452_at	3.04985	2.90961	3.01842	2.95793	3.02065	3.02758	2.91294
245453_at	4.08566	3.21245	3.26745	3.22018	3.53655	3.28469	3.28469
245454_at	5.67973	6.3259	5.4842	5.67973	5.59112	5.67973	5.68315
245455_at	3.09668	3.01564	3.18447	3.09668	3.16909	3.09668	3.10011
245456_at	7.06626	7.28124	6.75265	6.76218	6.71972	6.99509	6.69977
245457_s_at	3.92081	3.85187	3.93281	3.79144	3.98252	3.89772	3.89772
245458_at	4.53716	4.55047	4.55047	4.5729	4.55047	4.55047	4.55047
245459_at	3.97151	4.17613	3.99438	3.99438	3.85642	4.109	3.90175
245460_at	5.45774	8.81123	5.23526	7.95441	5.0724	8.68633	5.46769
245461_at	3.99973	4.20183	3.94363	4.16955	3.99973	3.99973	3.88745
245462_at	5.54072	5.67672	5.46319	5.44817	5.25927	5.72592	5.20187
245463_at	4.04793	5.71243	3.69778	5.76107	3.8549	5.69602	3.5494
245464_at	4.0122	4.74906	4.25547	4.59395	4.02998	4.76627	4.25547
245465_at	4.18258	4.45545	3.92603	5.00667	3.91881	4.26198	4.14919
245466_at	4.26293	3.59922	3.84149	3.68813	4.04349	3.77234	3.69111
245467_at	5.48696	5.32914	5.40257	5.32056	5.32914	5.32914	5.03435
245468_at	3.32618	3.31516	3.34365	3.21841	3.36679	3.33305	3.25389
245469_at	2.78642	2.75045	2.7628	2.73414	2.7628	2.78666	2.7628
245470_at	3.88085	3.5728	3.58786	3.55618	3.5728	3.29483	3.42652
245471_at	3.03903	2.95295	3.07634	3.009	2.95726	3.14925	3.009
245472_at	3.30502	3.32707	3.05271	3.32097	3.2498	3.25142	3.16485
245473_at	3.21306	3.25469	3.12758	3.21306	3.21306	3.21306	2.95172
245474_at	5.46647	7.25458	6.10459	7.38537	5.95432	7.17074	6.47477
245475_at	4.51614	4.29743	4.29743	4.18258	4.34076	4.29743	4.149
245476_at	3.63117	3.63117	3.76688	3.31098	3.69971	3.63117	3.63117
245477_at	6.69648	5.48336	6.59066	5.68471	6.69908	5.40181	6.566
245478_at	6.88061	6.84226	6.86198	6.99925	6.74765	6.97568	6.90718
245479_at	3.9549	5.23396	3.72204	6.31507	3.70173	4.99295	3.89132
245480_at	7.70271	6.67614	7.66234	6.50136	7.50999	6.90793	7.50999
245481_at	5.36542	5.36542	5.41898	5.36542	5.11559	5.45221	5.38189
245482_at	6.58303	6.25812	6.52005	5.91147	6.3901	6.32101	6.49271
245483_at	12.4269	11.4304	12.2019	11.6805	12.4745	11.2637	12.234
245484_at	9.28927	7.68039	9.07058	7.93609	9.05387	7.78017	9.08212
245485_at	4.14347	4.10579	4.0933	4.06086	4.10579	4.10579	4.10579
245486_x_at	6.52975	5.93178	6.1103	5.28865	6.11164	5.943	5.959
245487_at	8.71353	6.11921	8.79803	6.34509	8.69591	6.35704	8.74255
245488_at	4.24655	4.12165	4.12165	3.94569	4.24035	4.28909	4.11328
245489_at	7.70898	6.62273	7.18427	5.99675	7.21786	6.27713	7.14021
245490_at	5.88121	5.29985	5.84987	5.16757	5.62138	5.62138	5.60277
245491_at	6.67719	6.47516	6.46779	6.16339	6.46779	6.04968	6.26326
245492_at	3.83106	5.8612	3.69676	6.35762	3.6262	5.81335	3.90936
245493_at	4.51735	4.8952	4.41518	4.51735	4.46312	4.67378	4.51735
245494_at	6.15737	8.85911	5.81789	9.27476	5.99626	8.65	6.04529
245495_at	3.86638	3.76864	3.7744	3.89938	3.7744	3.81401	3.65723
245496_at	7.52097	6.39631	7.24202	6.49226	7.35028	6.74371	7.37324
245497_at	3.95778	3.81058	3.64964	3.45641	3.62948	3.69301	3.62577
245498_at	4.62244	4.90078	4.60741	4.6864	4.33709	5.04999	4.45154
245499_at	5.4394	6.10225	5.31676	6.2479	4.68652	6.22336	4.90444
245500_at	5.22063	4.65757	4.89507	4.31592	4.77102	4.69673	4.80966
245501_at	7.05839	4.15898	6.15594	5.04698	7.04479	4.39978	6.30107
245502_at	6.23671	6.02856	6.25073	6.38797	6.27818	6.26307	6.26307
245503_at	3.31894	2.8967	3.31306	3.19753	3.19753	3.16235	3.40546
245504_at	3.23511	5.83443	3.08217	5.17823	3.04414	6.23479	3.11313
245505_at	3.19753	3.83837	3.19753	3.40702	3.06986	4.2369	3.06669
245506_at	3.1016	4.27933	2.87741	3.45003	2.97474	4.10424	3.08993
245507_at	3.74043	3.60261	3.5561	3.5331	3.61833	3.59657	3.59657
245508_at	3.73091	3.43109	3.56825	3.40572	3.53726	3.42242	3.53726
245509_at	4.13241	4.13241	4.13241	4.13353	4.00458	4.13241	4.0756
245510_at	4.06933	4.03554	4.09349	4.03202	4.03554	4.03554	3.94171
245511_at	3.29051	3.22931	3.0639	3.22931	3.19942	3.22931	3.26242
245512_at	9.43066	8.30768	9.43205	8.96735	9.85672	8.46402	9.51404
245513_at	7.34715	7.41365	7.58934	7.44915	7.49565	7.31457	7.5848
245514_at	5.03223	5.18471	4.90078	5.03223	5.03362	5.08736	4.9354
245515_at	3.62608	4.03537	3.51229	3.9482	3.73568	4.32562	3.46207
245516_at	4.03206	5.42295	4.09987	5.28246	4.09043	4.86785	4.09318
245517_at	6.67492	7.57764	6.59841	7.37742	6.58998	7.77288	6.77338
245518_at	6.84606	4.47704	6.86612	4.65784	6.70171	4.58056	6.77496
245519_at	4.02362	4.07664	4.1165	4.09387	4.02362	3.84405	3.99585
245520_at	3.428	3.43057	3.43923	3.09668	3.29483	3.09608	3.33552
245521_at	7.36842	6.97851	7.44036	6.86127	7.30359	7.26202	7.50137
245522_at	5.52476	5.0246	5.65563	5.02946	5.29284	4.97581	5.64976
245523_at	5.81161	4.57754	5.55543	4.55805	5.71938	4.36394	5.46357
245524_at	5.67984	7.06649	4.88984	7.74762	5.70154	7.21883	5.07518
245525_at	6.2638	8.85354	6.49149	9.30606	6.47495	9.06919	6.82724
245526_at	4.33776	4.43332	4.39746	4.16913	3.89843	4.5768	4.09168
245527_at	6.41495	4.6579	6.17158	4.61272	6.27507	5.07684	6.10223
245528_at	10.7358	10.988	10.1256	10.7358	10.7681	10.9318	10.1225
245529_at	6.15647	6.0562	6.31296	5.75181	6.1607	5.95894	6.37382
245530_at	4.80798	4.18779	4.3658	4.16913	4.23732	3.96919	4.11066
245531_at	3.30914	3.33974	3.33974	3.30806	3.38164	3.38622	3.33974
245532_at	7.32989	9.78506	7.40365	9.43369	7.27681	9.89442	7.61319
245533_at	8.22434	7.70802	8.35542	7.24995	8.53738	7.3333	8.47518
245534_at	4.13992	3.74908	3.81263	3.56549	3.81263	3.82635	3.81263
245535_at	5.10334	4.56372	4.52967	4.56372	4.56372	4.33346	4.53367
245536_at	6.39365	6.27738	6.43973	5.5188	6.27738	5.65658	6.38372
245537_at	3.12928	3.19753	3.10845	3.12928	3.13858	3.12928	3.12928
245538_at	3.3316	3.36564	3.3598	3.62489	3.31324	3.42421	3.36564
245539_at	4.35876	4.01927	3.97077	4.01927	4.01927	3.97831	4.04478
245540_at	4.97653	5.1711	4.92669	4.75045	4.83188	4.74637	4.92802
245541_at	5.59162	5.60907	5.59162	5.4923	5.59162	5.88083	5.59162
245542_at	3.62561	3.63743	3.64773	3.52125	3.67647	3.64773	3.64773
245543_at	5.70878	3.51927	6.03554	3.2997	5.93996	3.5647	6.22663
245544_at	4.71527	4.39225	4.34484	4.20451	4.53405	4.39225	4.48237
245545_at	5.43572	4.60737	5.39196	4.54362	5.69947	4.66967	5.51176
245546_at	5.28709	4.94544	5.19614	4.79551	5.20016	5.19614	5.19614
245547_at	3.67647	3.644	3.775	3.49726	3.84851	3.53996	3.67647
245548_at	3.93565	3.82367	3.76207	3.59724	3.85914	3.88023	3.82367
245549_at	3.96335	3.63117	3.85808	3.62286	3.94185	3.72742	3.73494
245550_at	3.33305	3.34007	3.33951	3.5266	3.3175	3.33305	3.20926
245551_at	3.31863	2.95728	3.33123	3.1083	3.11095	3.14953	3.12928
245552_at	3.08844	2.97974	3.04463	3.04463	3.04463	3.14457	3.04463
245553_at	3.46944	3.42806	3.36089	3.30806	3.52327	3.42796	3.3875
245554_at	3.408	3.0861	3.23467	2.93947	3.02325	2.89874	3.06885
245555_at	4.1123	3.79187	3.79187	3.79187	3.79187	3.54449	3.79187
245556_at	3.36641	3.35405	3.19438	3.3014	3.26779	3.13256	3.26779
245557_at	9.09329	7.04359	9.19649	6.81929	8.96733	6.96612	9.02975
245558_at	5.59987	8.07342	5.34349	7.6822	5.20505	8.18208	5.16982
245559_at	4.16638	4.15753	4.04585	3.97317	4.04585	4.27414	3.93857
245560_at	4.15779	4.15779	4.40343	4.00521	4.34448	4.11098	4.11245
245561_at	4.71808	4.77105	4.77105	5.10053	4.93967	4.68946	4.55729
245562_at	6.90373	6.73881	6.94929	7.02023	7.06063	6.94929	6.91486
245563_at	4.55047	4.08191	4.38695	3.88014	4.47922	3.9061	4.48731
245564_at	4.17214	4.03906	4.03906	3.83466	4.23051	4.03906	4.00077
245565_at	4.08704	6.76469	4.18729	6.69177	4.17312	6.93661	4.15175
245566_at	5.57192	5.41123	5.52944	5.6023	5.53575	5.4819	5.55785
245567_at	5.99387	3.47463	5.72675	3.54647	6.02031	3.26402	5.82111
245568_at	3.63826	3.69611	3.38124	3.63117	3.63117	3.58809	3.39656
245569_at	5.36673	4.68441	5.42905	5.15226	5.27919	4.95264	5.78392
245570_at	3.76777	3.73371	3.6256	3.71077	3.73468	3.71077	3.71077
245571_at	3.17983	3.15711	3.30241	3.11649	3.15711	3.13183	3.1512
245572_at	6.60513	5.86653	6.88675	5.78365	6.67385	5.80484	7.03081
245573_at	3.63117	3.66604	3.6265	3.60566	3.63117	3.73244	3.63117
245574_at	4.04329	6.62468	4.0198	6.36175	3.94032	6.36012	3.5728
245575_at	4.90277	6.63473	4.64145	6.40541	4.61638	6.26475	4.91147
245576_at	3.46736	4.46427	3.55385	4.61869	3.24336	4.06361	3.30135
245577_at	3.69552	3.66101	3.37629	3.64969	3.76947	3.68304	3.58884
245578_at	6.7535	6.44228	6.96564	5.98499	6.49923	6.56885	6.5107
245579_at	3.41219	3.26067	3.3394	3.37165	3.58171	3.13122	3.35688
245580_at	4.79317	3.58067	4.09043	3.53935	4.54877	3.82669	4.5273
245581_at	3.55787	3.85493	3.85493	3.96204	3.85493	3.86232	3.78674
245582_at	3.4997	3.4997	3.4997	3.35324	3.77953	3.37412	3.4997
245583_at	5.7323	6.47749	5.8624	6.16942	5.61564	6.45537	5.92013
245584_at	4.33828	4.20198	4.18029	4.43804	4.27006	4.27006	4.27006
245585_at	3.65185	3.27319	3.95107	3.38183	3.60443	3.49497	3.58788
245586_at	3.50228	3.38017	3.51603	3.35688	3.46062	3.41118	3.35461
245587_at	7.48979	5.52285	7.69877	5.60265	7.6082	5.11999	7.55519
245588_at	6.35436	5.14047	6.48624	5.1163	6.24089	5.49297	6.57183
245589_at	3.77412	3.47362	3.46207	3.46207	3.50356	3.25915	3.46207
