	GSM388810	GSM388811	GSM388812	GSM388813	GSM388814	GSM388815	GSM388816
266645_at	3.52374	3.05984	3.1343	3.21862	3.22656	3.22032	3.28924
266646_at	9.74045	9.18966	9.43576	9.82165	9.88895	9.67813	9.74045
266647_at	8.01111	7.31099	8.10406	7.16773	7.91744	7.25003	8.06419
266648_at	7.54469	9.36792	7.62014	9.11189	7.336	9.2813	7.56415
266649_at	4.17772	4.13136	4.28747	4.13136	3.97022	4.24123	3.95033
266650_at	7.54195	7.7365	7.62296	7.60154	7.3394	7.60891	7.54526
266651_at	7.67708	6.25936	7.86909	5.84745	7.21437	6.41262	7.69882
266652_at	8.80799	7.92699	9.0576	7.35592	8.5386	7.90324	9.06427
266653_at	8.04854	7.56601	8.13358	7.33411	7.99771	7.417	8.0736
266654_at	3.41917	3.36163	3.49858	3.31471	3.47156	3.45618	3.53578
266655_at	3.67898	3.91649	3.47873	4.15896	3.40843	3.86835	3.51766
266656_at	8.24695	9.59251	8.09446	8.89943	8.31381	9.24121	8.02246
266657_at	8.94666	8.20479	8.93771	8.26754	8.89076	8.58341	8.96184
266658_at	10.2936	4.39222	10.4205	5.10486	10.1605	4.7434	10.3174
266659_at	7.71233	5.57063	8.091	5.41681	7.65979	5.70585	8.03067
266660_at	5.14982	7.19792	5.07964	6.50205	5.03566	6.81511	5.27135
266661_at	4.28827	3.9955	4.17338	3.75757	3.9955	3.92779	3.97679
266662_at	6.70581	9.49187	6.96129	9.65209	6.64265	9.57327	7.07689
266663_at	5.43568	4.84744	5.38863	4.83033	5.82426	4.98058	5.38863
266664_at	3.95486	3.68699	3.87275	3.74108	3.90961	3.80327	3.80839
266665_at	3.04599	2.92989	2.85514	2.96986	2.89999	2.92989	2.92989
266666_at	4.5011	4.12234	4.28269	3.8772	4.24867	4.30775	4.10467
266667_at	3.98444	3.88454	3.88454	3.71407	3.88454	3.88454	3.88454
266668_at	5.21996	4.45682	5.38674	5.08848	5.4739	4.44022	5.56043
266669_at	3.3719	2.99492	3.35905	3.20021	3.59153	3.16044	3.41376
266670_at	4.14646	4.04538	4.27763	3.8017	4.21184	4.58048	4.14646
266671_at	6.07944	6.67344	6.21279	6.82731	6.09231	6.48541	6.20192
266672_at	8.83579	11.5188	8.59246	11.2386	8.42618	11.5789	8.49683
266673_at	9.92735	10.5238	9.72842	10.6975	9.94501	10.4765	9.88405
266674_at	3.18204	3.12546	3.34326	3.04768	3.03377	2.98992	3.26197
266675_s_at	3.60447	3.51992	3.51992	3.40009	3.63979	3.47644	3.47515
266676_s_at	3.02203	2.99277	3.05326	3.34678	2.97357	3.05326	3.05326
266677_at	4.42662	3.56494	3.95107	3.76402	3.95335	4.02687	3.89305
266678_at	10.1373	9.30609	10.097	9.44473	9.9072	9.24305	10.2673
266679_at	8.62354	6.84985	8.18418	6.85395	8.33802	7.24068	8.19173
266680_s_at	7.04931	3.47377	3.64471	7.83948	6.77654	3.56471	3.53207
266681_at	2.93954	3.16931	3.05255	2.99886	3.06772	3.05255	2.96979
266682_at	4.62609	5.40373	4.11683	6.07504	4.21281	5.67852	4.03793
266683_at	6.04127	6.0361	6.08195	6.04127	5.73453	6.10606	6.04127
266684_at	4.20841	5.64027	4.6734	5.91608	4.43238	5.69913	4.3499
266685_at	7.34722	5.7953	7.19325	6.07899	7.10441	6.14341	7.2101
266686_at	4.18061	3.966	4.15963	4.15548	4.04617	4.10935	4.15548
266687_at	5.93172	5.92702	5.92702	6.51474	5.79458	5.92702	5.74575
266688_at	3.67787	3.35597	3.32061	3.58711	3.4229	3.4229	3.4229
266689_at	3.82428	4.04748	3.68729	3.94405	3.76647	3.96079	3.74817
266690_at	4.93886	4.31745	4.45637	4.19516	4.54525	4.48969	4.45637
266691_at	3.77234	3.60979	3.8165	3.38781	3.61432	3.41922	3.61432
266692_at	3.12928	2.93843	3.00848	2.96322	3.00935	2.89449	2.90615
266693_at	5.11029	3.588	3.91306	3.61363	5.02739	3.37974	3.91306
266694_at	9.06889	8.77337	9.08103	8.97922	9.15467	8.82878	9.07713
266695_at	6.37605	7.0963	6.25519	6.67893	6.35611	7.06535	6.30158
266696_at	6.43775	6.9522	6.60893	7.32285	6.78591	7.17663	6.68745
266697_at	4.1988	4.13829	4.13975	4.20614	3.94551	4.23194	3.9955
266698_at	8.58904	8.05978	8.31889	7.94437	8.52314	8.25872	8.31889
266699_at	11.2174	11.238	11.0008	11.807	10.9835	11.2641	11.1339
266700_at	7.81566	9.38408	8.0089	9.69837	8.221	9.32207	8.09804
266701_at	9.68468	8.92668	9.81448	9.49387	10.0271	8.77927	9.92043
266702_at	6.469	9.01491	6.82343	8.57611	6.39733	9.21384	6.84576
266703_at	7.85868	7.05462	7.71086	7.07076	7.8005	7.04853	7.59178
266704_at	7.14476	8.72608	6.90664	8.99889	7.02402	8.96814	6.95386
266705_at	7.26676	8.51526	7.59265	8.95575	7.8291	8.38745	7.87015
266706_at	3.08839	2.99008	3.02888	3.02888	3.02888	3.02888	3.11701
266707_at	5.50121	7.91699	5.57106	7.60848	5.62213	7.79324	5.7785
266708_at	4.08571	3.95543	4.20968	3.90157	4.08954	4.21142	4.08635
266709_at	9.33181	9.53234	9.35376	9.60365	9.30331	9.16897	9.18249
266710_at	3.43287	3.29577	3.43287	3.36765	3.6222	3.34201	3.64941
266711_at	3.35508	3.16909	3.163	3.16909	3.13226	3.24603	3.16491
266712_at	3.74043	3.5989	3.63234	3.63234	3.63234	3.63234	3.53343
266713_at	3.70203	3.55987	3.62403	3.58275	3.61694	3.58877	3.27699
266714_at	3.9592	3.73371	3.73371	3.73371	3.73371	3.73371	3.58529
266715_at	5.40575	4.77557	4.96532	4.43523	4.64033	4.50685	4.70425
266716_at	9.69599	12.505	10.0473	12.2678	9.92153	12.4987	10.339
266717_at	7.65112	7.58767	7.49001	7.83411	7.73202	7.7802	7.57746
266718_at	9.44676	8.31908	8.85974	8.27203	9.33675	8.59294	8.88986
266719_at	10.1996	11.4818	9.85588	10.9693	9.63969	11.507	9.56567
266720_s_at	6.78504	8.90151	6.31823	8.18852	7.02751	8.50726	6.51574
266721_at	5.0915	5.23689	5.06082	5.83012	5.0915	5.67486	4.90252
266722_at	4.43364	4.19568	4.29888	4.20231	4.41133	4.43286	4.13772
266723_at	3.14938	3.17442	3.14938	3.14938	3.09498	3.02414	3.29834
266724_at	3.13464	3.13346	3.17028	3.13156	3.26589	3.22212	3.10586
266725_at	3.74161	3.67244	3.67244	3.62024	3.67244	3.47243	3.73961
266726_at	3.7738	3.49391	3.59028	3.42894	3.55969	3.46207	3.54422
266727_at	6.50881	7.27542	7.18095	7.09764	6.88815	7.03765	7.13553
266728_at	6.6976	7.78118	6.57059	7.52642	6.4193	7.64153	6.44036
266729_at	4.45208	4.29128	4.48457	4.16864	4.4652	4.56976	4.45208
266730_at	3.10405	3.10405	3.13087	3.01164	3.12692	2.99573	3.15027
266731_at	4.91109	4.5612	4.5612	4.56291	4.5612	4.54557	4.5612
266732_at	6.28821	6.11648	6.28367	5.79694	6.11648	5.86704	6.52041
266733_at	4.04927	5.30857	4.27763	4.92514	4.14276	5.41066	4.42618
266734_at	8.952	6.41706	8.68952	6.54746	9.00645	6.56681	8.67771
266735_at	6.20315	7.49234	6.53519	7.59228	6.13638	7.65592	6.578
266736_at	4.25325	4.15377	4.0122	4.15475	3.90119	4.48739	3.84043
266737_at	6.45227	3.59153	7.50843	3.66409	6.66441	3.50168	7.63315
266738_at	3.99438	3.51405	3.59364	3.59364	3.81834	3.46219	3.50557
266739_at	4.30606	4.52048	4.05314	4.27759	4.03186	4.68865	4.27006
266740_at	3.33781	3.22676	3.04253	3.22921	3.21332	3.25057	3.22265
266741_s_at	3.5728	3.45928	3.5494	3.33342	3.45221	3.47349	3.45928
266742_at	6.2638	6.2638	5.92532	6.59685	6.28311	6.47003	5.83871
266743_at	8.70532	4.41828	8.43982	3.44677	8.9188	3.52879	8.43775
266744_at	8.8929	7.44764	8.57891	7.37957	8.47684	7.62928	8.3659
266745_at	3.58268	5.39384	3.46207	6.29805	3.59573	6.11078	3.4229
266746_s_at	12.6106	10.7243	12.3699	11.6228	12.6633	10.6521	12.2436
266747_at	9.29132	6.51864	9.07263	6.61472	9.44887	6.19906	9.10388
266748_at	6.89245	7.83237	6.93293	7.59818	6.39011	7.56936	6.68406
266749_at	7.16254	7.53551	7.44242	7.31824	7.23298	7.47296	7.58
266750_s_at	3.54394	4.4089	3.36189	3.74539	3.58067	4.5507	3.68467
266751_at	6.07006	5.3843	6.00187	4.90992	6.01535	5.04954	5.87781
266752_at	12.0796	4.67056	11.3873	4.72805	12.0769	4.69792	11.4851
266753_at	3.68899	3.50833	3.58097	3.46207	3.64197	3.51915	3.51704
266754_at	3.63972	3.50997	4.2211	3.32425	3.63972	3.54902	3.92757
266755_at	3.50233	3.44057	3.54986	3.47938	3.50233	3.44482	3.67244
266756_at	7.52938	5.09271	7.04229	4.79434	7.02574	4.21103	7.02937
266757_at	4.38375	4.71508	4.10913	5.07128	4.2176	5.0187	4.36744
266758_at	5.4394	4.72492	5.55681	5.04498	5.2076	4.73306	5.58442
266759_at	3.48819	3.39787	3.39787	3.38298	3.15718	3.37412	3.47902
266760_at	4.21444	5.37987	4.60453	5.34097	4.3955	5.16991	4.61024
266761_at	6.68842	5.99383	6.94484	7.71697	6.72452	6.41704	7.1599
266762_at	3.37147	3.37147	3.33558	3.37147	3.37147	3.49808	3.46589
266763_at	7.76921	9.70796	7.85959	9.58175	7.48985	9.44275	7.9114
266764_at	3.72518	3.96295	3.34164	3.63117	3.42443	3.875	3.63117
266765_at	3.64432	3.70708	3.79348	3.74493	3.62391	3.96186	3.57476
266766_at	3.71894	3.46476	3.53828	3.42054	3.58682	3.50168	3.50168
266767_at	7.19736	9.41744	7.44433	9.54545	7.32398	9.38757	7.50432
266768_s_at	10.9002	11.1874	10.6899	11.6345	11.0051	11.2618	10.8408
266769_s_at	2.92639	3.08961	3.05151	2.92639	2.923	2.87881	2.92639
266770_at	5.51831	6.30284	5.29171	7.08275	5.00725	5.87264	4.93967
266771_s_at	5.27781	3.91649	5.24499	4.01416	5.4398	4.21837	5.36376
266772_s_at	3.80721	3.62738	3.80721	3.92452	3.80721	3.62377	4.18515
266773_at	3.48116	3.19753	3.19753	3.0962	3.19753	3.19753	3.12547
266774_at	5.10204	5.68482	5.23201	5.27397	5.27397	5.22628	5.27422
266775_at	8.24204	4.83641	8.57557	4.65176	8.14428	5.0161	8.46694
266776_at	6.58531	5.46594	6.38529	5.90528	6.41407	5.63884	6.59066
266777_at	9.11814	9.5158	8.84397	9.59974	9.11814	9.53314	8.98899
266778_at	3.90168	4.71042	3.86017	4.60667	3.83618	4.6111	3.86904
266779_at	3.51729	3.55994	3.63117	3.45448	3.68414	3.29089	3.88735
266780_at	4.37844	3.80726	4.00852	4.08128	4.25073	3.38349	4.08635
266781_at	4.65265	5.29156	4.46001	6.09053	4.38377	6.0662	5.00126
266782_at	3.79159	6.21896	3.96812	6.5929	3.72742	6.26939	3.9082
266783_at	3.5582	4.01032	3.49426	3.64687	3.50871	3.78178	3.12131
266784_at	3.06819	3.14213	3.0178	2.97479	2.95982	3.02546	2.9946
266785_at	3.2919	3.2919	3.30486	3.10512	3.2919	3.2919	3.09023
266786_at	3.33197	3.21819	3.12093	3.18835	3.18835	3.18835	3.02759
266787_at	3.26238	3.16587	2.99435	3.20529	3.16587	3.2698	3.16587
266788_at	3.84183	3.80387	3.77398	3.77398	3.71664	3.70131	3.77398
266789_at	9.60027	9.20983	9.6664	9.60027	9.60027	9.45973	9.6482
266790_at	4.70171	10.1916	4.31945	10.4875	4.27162	10.3611	5.0343
266791_at	8.45412	6.52643	8.50261	6.23186	8.17207	6.5499	8.41033
266792_at	8.93818	6.76203	8.86253	6.75229	8.67891	6.70983	8.79836
266793_at	5.4972	5.16584	5.4448	4.89913	5.27983	4.75103	5.2998
266794_at	3.95335	4.28312	3.95335	4.19105	3.7528	4.31645	3.66849
266795_at	5.18252	6.773	5.42881	5.42881	5.05458	6.84952	5.40543
266796_at	5.78762	5.63673	5.78762	5.78762	5.87065	5.45927	6.00083
266797_at	3.99438	4.29753	3.7923	4.23453	3.82414	4.35886	3.93931
266798_at	4.23047	3.67946	4.06822	4.01313	4.02364	3.80976	4.06086
266799_at	6.90792	6.05877	6.95627	5.52697	7.23752	6.27776	7.16139
266800_at	10.5592	4.00142	10.9952	3.95208	10.7657	4.11896	10.864
266801_at	6.30925	8.30597	6.10664	8.58867	6.26084	8.65733	6.14982
266802_at	4.14641	5.04724	4.03906	5.67614	3.89013	5.31681	3.93857
266803_at	8.83348	7.11618	9.04217	7.38324	8.75326	7.40596	8.93021
266804_at	7.15773	7.70288	7.47294	7.95938	7.43502	8.00632	7.59355
266805_at	5.31187	7.17329	4.55743	7.96506	5.47553	7.47295	4.31557
266806_at	6.50152	5.02688	6.75021	5.66188	6.64563	5.536	6.58663
266807_at	4.55047	4.23165	4.18145	4.18145	4.049	4.01419	4.01558
266808_at	6.13887	7.60527	5.53102	7.29338	6.09495	7.87	5.59093
266809_at	7.54497	8.10841	7.58316	7.7969	7.6058	8.00149	7.46351
266810_at	3.38902	3.07237	3.50557	3.12351	3.60864	3.46207	3.51027
266811_at	5.74755	5.97769	5.81078	5.81078	5.4806	5.85891	5.72466
266812_at	4.07183	4.21525	3.80533	4.36574	3.86904	4.31428	3.86904
266813_at	7.48068	10.3873	7.95108	10.2657	7.77563	10.2628	8.06857
266814_at	3.46541	3.4229	3.4229	3.29774	3.43501	3.51824	3.33997
266815_at	6.72315	7.09342	6.60893	6.69896	6.45726	7.03484	6.68007
266816_at	9.66823	8.50975	9.36147	8.32331	9.40558	8.63743	9.22936
266817_at	4.3659	4.35184	4.598	4.00414	4.32016	4.59645	4.44403
266818_at	6.4415	7.06076	6.68325	6.7428	6.4881	6.78738	6.68325
266819_at	9.98696	10.1835	9.90712	10.3207	9.94352	10.5687	9.90373
266820_at	3.7211	7.05835	3.72024	7.38475	3.7599	6.63721	3.63117
266821_at	4.07201	3.38229	4.32809	3.41404	4.64033	3.39159	4.6803
266822_at	9.22498	8.41459	9.13556	8.57574	9.18568	8.31992	9.10315
266823_at	3.38841	3.60493	3.3629	3.47309	3.41624	3.41624	3.38942
266824_at	5.12824	6.20101	4.73465	6.45161	5.41399	6.79973	5.15285
266825_at	4.06062	4.27502	4.27502	4.31592	4.27502	4.32384	4.23161
266826_at	6.21885	5.69663	6.53554	5.82507	6.51822	5.77968	6.77726
266827_at	2.92032	3.13892	2.89263	2.9279	2.86457	3.19891	2.8191
266828_at	3.52591	3.50881	3.56804	3.50881	3.3875	3.6689	3.42137
266829_at	2.93008	2.87777	2.87777	2.85962	2.87777	2.87777	2.85281
266830_at	4.9675	6.53267	4.6444	7.12641	4.59688	6.43574	4.55218
266831_at	5.58221	5.23723	5.51558	5.01303	5.23723	5.19614	5.22947
266832_at	9.75878	6.91067	9.53107	6.66268	9.6649	7.0082	9.58241
266833_at	3.04599	2.93836	2.91446	2.80789	2.9582	2.91091	2.93836
266834_s_at	9.37239	4.53711	9.79854	4.71503	9.5611	4.48294	9.74789
266835_at	8.69679	6.34693	8.53587	7.2312	8.40912	6.60036	8.42156
266836_at	6.04127	5.17964	6.24522	5.15351	6.09021	5.48596	6.41199
266837_x_at	3.10718	3.11427	3.01675	2.97165	3.11427	3.13494	3.14488
266838_at	4.43748	4.46034	4.45908	4.45908	4.39471	4.83261	4.32655
266839_at	7.4182	4.63566	7.79383	4.35663	7.33352	4.73203	7.56846
266840_at	3.2636	3.07463	3.16235	3.12686	3.12686	3.15717	3.15717
266841_at	11.0677	5.52012	11.2111	5.0083	10.9534	5.34303	11.2796
266842_at	9.35711	8.35709	9.36874	8.48809	9.0663	8.60326	9.35413
266843_at	3.9936	3.69957	4.08321	3.83012	4.09508	3.72742	3.95662
266844_at	3.58877	3.45415	3.65017	3.58877	3.82741	3.58877	3.58877
266845_at	4.52395	6.50662	4.86331	5.91483	4.7882	6.11941	4.82735
266846_at	9.57046	8.6258	9.39455	8.61529	9.3537	8.79578	9.38725
266847_at	8.11162	8.47205	8.2626	8.2626	7.99203	8.61395	8.40639
266848_at	6.81058	6.60017	6.90966	6.03071	6.93745	6.11946	7.33247
266849_at	4.2886	3.9053	3.9955	3.85981	3.9955	3.93612	3.9955
266850_at	3.42092	3.58408	3.25803	3.27097	3.20231	3.35405	3.27929
266851_at	3.35334	3.42338	3.46207	3.44676	3.40993	3.42338	3.42338
266852_at	5.15756	5.3187	5.25368	5.23352	5.32125	5.25368	5.21231
266853_at	3.99328	4.0158	4.03021	3.90081	4.07491	3.99973	3.9723
266854_at	3.87168	4.23202	3.77948	3.99314	3.95335	4.15757	3.74817
266855_at	8.69844	6.63532	8.44214	6.74723	8.59	6.67062	8.44548
266856_at	5.0983	9.42759	5.32559	9.37556	5.04014	9.4459	5.31583
266857_at	6.57629	9.80215	6.98632	9.653	6.39322	9.76784	7.0163
266858_at	7.58811	7.71939	7.69503	7.35386	7.56922	7.38416	7.77154
266859_at	3.13744	3.16587	3.22921	3.16587	3.10251	3.30486	3.31952
266860_at	4.20708	4.35575	3.88533	4.45908	3.9857	4.58787	3.85533
266861_at	7.01292	7.51947	7.06386	7.06386	6.92667	7.44301	7.06386
266862_at	3.98222	3.67244	3.67244	3.67244	3.67244	3.67244	3.52144
266863_at	6.03171	9.11543	5.99821	8.60561	5.60882	9.142	5.97293
266864_at	9.98345	9.60822	9.66049	9.22558	9.6384	9.48875	9.59725
266865_at	6.9465	9.46713	7.39017	9.37798	6.98177	9.22666	7.4762
266866_at	9.94401	4.56271	9.81124	4.52781	9.43994	4.39691	9.52876
266867_at	5.7142	7.92909	6.08641	7.80821	6.37944	7.92626	6.07065
266868_at	3.50636	3.36705	3.58269	3.64561	3.56825	3.56825	3.58361
266869_at	5.97293	5.71258	5.55327	5.83058	6.05366	5.86202	5.54836
266870_at	6.42936	5.5851	6.51045	5.18977	6.51328	5.36697	6.67123
266871_at	8.30388	7.24085	8.23728	7.26913	8.10313	7.77103	8.14222
266872_at	7.30784	4.49933	7.28424	4.57133	7.45657	4.516	7.36414
266873_at	3.42008	5.54631	3.81589	5.40533	3.53316	5.40658	3.92998
266874_at	6.22462	7.42611	6.489	7.73248	6.57652	7.67258	6.63633
266875_at	3.2412	3.2571	3.2571	3.06885	3.29468	3.34645	3.2571
266876_at	7.69503	7.33251	7.55852	7.78708	7.74132	7.69503	7.69503
266877_at	4.10097	4.04421	3.95107	4.07066	3.95107	3.95107	3.83877
266878_at	4.93228	4.82563	5.05421	4.36615	5.06419	4.71211	4.98491
266879_at	3.26856	3.1016	3.16485	3.01677	3.26607	3.17472	3.16485
266880_at	8.47988	7.13439	8.92096	6.77003	8.59175	7.11879	8.75815
266881_at	6.58364	7.18009	6.39416	7.06511	6.50274	7.54585	6.61125
266882_at	5.07842	9.84705	5.27157	10.1813	5.67918	9.78764	5.81724
266883_at	4.97175	4.73306	4.76501	4.58769	4.87381	4.17497	5.00288
266884_at	10.1277	4.98149	9.70762	4.86376	10.0878	5.06625	9.61963
266885_at	8.40371	9.04274	8.60282	9.04615	8.27915	8.74058	8.58353
266886_at	3.46207	3.79936	3.48502	3.50782	3.50782	3.48888	3.48753
266887_at	8.61053	10.5726	8.75225	10.9384	8.78417	10.8907	8.852
266888_s_at	9.53355	7.66867	9.7039	7.87656	9.53584	7.63438	9.45348
266889_at	5.59443	7.93626	5.83871	8.33733	5.56551	8.17248	6.06377
266890_at	10.0014	10.2799	9.81088	10.5585	9.925	10.4409	10.0455
266891_at	3.78099	4.32413	4.07716	4.20226	3.96786	4.00648	3.98858
266892_at	7.86326	12.6191	8.15217	12.3807	7.78683	12.3581	8.17249
266893_at	7.30596	7.51012	7.32328	7.11138	7.32328	7.6016	7.29701
266894_at	3.59702	3.46207	3.61662	3.4229	3.46055	3.46207	3.3875
266895_at	5.10265	5.70223	4.73065	5.68083	4.81433	5.37361	4.64495
266896_at	6.6382	9.58397	6.4861	9.1833	6.29073	9.69412	6.56332
266897_at	9.1993	10.8428	8.97373	10.8725	9.16726	10.916	9.10572
266898_at	8.27722	10.1441	8.13538	9.82346	8.03208	10.3105	8.1264
266899_at	5.10306	11.0664	6.78389	10.7753	5.4386	10.8435	6.93331
266900_at	3.80877	3.49033	3.63117	2.88239	4.09856	3.28008	3.84896
266901_at	8.78148	3.99446	8.69103	3.43272	8.92178	4.01386	8.8019
266902_at	2.89171	2.68161	2.85058	2.66587	2.96536	2.81852	2.82429
266903_at	5.86721	6.39289	5.86975	6.75144	6.20315	6.31739	6.07959
266904_at	8.56826	9.05594	8.79977	9.53344	8.65499	9.23129	8.8626
266905_at	7.62305	7.97757	7.48865	8.33359	7.55422	8.14888	7.68204
266906_at	7.9655	8.85973	7.74731	9.47488	8.25061	8.86157	8.01312
266907_at	5.00677	5.00677	5.09267	4.87653	5.02806	5.00677	5.00677
266908_at	6.84952	5.14745	6.6058	5.14313	6.65346	5.30106	7.12958
266909_at	6.27691	5.10491	6.23673	4.78354	5.56211	5.28495	5.64275
266910_at	7.66145	4.1205	7.56581	4.03736	7.22903	3.94556	7.36926
266911_at	7.77005	6.05433	7.59095	6.15025	7.23742	5.82397	7.37162
266912_at	3.19753	3.1309	3.1309	3.19753	3.16352	3.19753	3.25913
266913_at	3.49006	3.70308	3.70884	3.86583	3.70884	3.70884	3.72643
266914_at	5.42922	6.19951	5.4734	6.11389	5.48415	6.65527	5.51615
266915_at	4.0122	3.71289	3.63236	3.7357	3.84588	3.82639	3.56887
266916_at	4.7199	6.14725	5.30912	6.56563	5.15822	6.63952	5.51999
266917_at	4.19898	4.19898	4.24766	4.18552	4.02392	4.63305	4.04097
266918_at	3.56331	3.89753	3.15429	3.56331	3.56331	4.25792	3.39899
266919_at	3.5349	3.47102	3.63326	3.35606	3.53207	3.42133	3.66036
266920_at	5.54087	5.18135	4.93028	5.11586	5.37967	5.15438	5.03533
266921_at	4.87419	5.72116	4.55743	7.1059	4.42465	6.16912	4.37663
266922_s_at	7.74532	8.1842	7.82328	7.60277	7.81401	8.24667	7.81945
266923_at	10.8503	9.10328	10.5985	9.30404	10.7946	9.3422	10.6681
266924_at	6.75687	7.95726	7.01233	7.65774	6.79611	8.03763	7.11484
266925_at	8.32307	10.3064	8.18607	10.0287	8.36329	10.0621	8.23391
266926_at	5.80473	5.60066	5.80473	6.0295	5.73801	5.89582	5.80473
266927_at	10.8622	12.4676	10.4464	12.4196	10.763	12.4535	10.2813
266928_at	8.39744	9.66955	8.62039	9.92756	8.51752	9.87529	8.64419
266929_at	4.62094	7.83772	5.06994	7.40809	4.60901	7.69334	5.10327
266930_at	4.10891	3.9955	3.9955	3.81162	3.9955	4.05983	3.8712
266931_at	4.76713	4.27009	4.25481	4.20415	4.25481	4.32186	4.20603
266932_s_at	5.67287	4.09059	5.46343	4.40976	5.70569	4.09607	5.34885
266933_at	3.66975	3.4229	3.4229	3.38537	3.44575	3.39004	3.36633
266934_at	8.47683	6.64055	8.00905	6.91272	8.11901	6.95349	8.0986
266935_at	7.27486	6.75155	7.46673	6.84217	7.26369	6.96352	7.49474
266936_at	3.83397	3.56484	3.62439	3.35373	3.67647	3.58877	3.58877
266937_at	3.30826	3.24102	3.30401	3.19635	3.19753	3.11427	3.13777
266938_at	8.56287	5.59973	8.38744	5.83274	8.17807	5.63793	8.19475
266939_at	11.7784	12.1902	11.7621	12.0795	11.4834	12.2707	11.6856
266940_at	4.20597	4.19568	4.02889	4.25514	4.17048	4.13136	4.10621
266941_at	4.58056	3.88062	3.85364	3.82082	3.91306	3.75897	3.93595
266942_at	4.59017	6.81446	5.02509	6.82027	5.22209	6.71455	5.0922
266943_at	4.0825	4.15687	3.96945	3.99638	3.79358	4.14846	3.72565
266944_at	3.92162	3.92162	3.92162	3.83426	3.92162	3.92162	3.98773
266945_at	3.35508	3.26005	3.47199	3.46598	3.35508	3.35508	3.35508
266946_at	4.43385	7.24265	4.8656	6.62256	4.4057	6.75004	4.83863
266947_at	3.23426	3.25119	3.23426	3.07067	3.35016	3.17415	3.26067
266948_at	5.01548	5.96735	4.65751	5.6354	4.50318	5.86249	4.79841
266949_s_at	7.83929	7.02792	7.98921	7.41466	8.15038	7.1286	8.19897
266950_at	5.06084	7.8614	5.14608	8.10485	4.84562	8.44718	5.17114
266951_at	4.44094	6.85526	4.43503	7.20785	4.49842	6.90203	4.54884
266952_at	3.5728	3.46354	3.57931	3.44035	3.46354	3.40745	3.45188
266953_at	4.03823	3.92057	3.9081	3.93567	3.84303	3.92292	3.92057
266954_at	3.4997	3.52996	3.27773	3.33291	3.32489	3.76873	3.37647
266955_at	8.34986	7.48009	8.39987	8.13725	8.73049	7.60156	8.42523
266956_at	6.99252	7.8467	6.88195	8.43246	6.74157	7.84688	7.08471
266957_at	4.89407	7.40408	5.25861	7.5114	5.37539	7.51891	5.6387
266958_at	9.14369	8.94102	9.2856	8.72039	9.24328	8.67945	9.2636
266959_at	3.47406	4.25619	3.37988	4.63684	3.70082	4.14028	3.79187
266960_at	3.73422	3.87538	3.59655	3.63117	3.89758	3.78796	3.60862
266961_at	3.22032	3.26947	3.34422	3.22032	3.27629	3.09019	3.16169
266962_at	4.11682	4.23823	4.24766	4.09338	4.4177	4.63472	4.12698
266963_at	6.42026	10.3759	6.44992	10.0508	6.47816	10.2732	6.66714
266964_at	8.98166	6.28185	8.96217	5.59978	8.66993	6.13616	8.7478
266965_at	4.03068	3.65907	3.89612	3.62693	3.92776	3.80923	3.80923
266966_at	3.2736	2.87264	3.09185	2.97376	3.22822	2.82198	3.02829
266967_at	3.74817	4.01967	3.64665	3.60008	3.75605	3.73786	3.74817
266968_at	7.56865	4.95583	7.29884	5.16726	7.61949	5.10074	7.33495
266969_at	3.5788	3.30471	3.5494	3.52605	3.87939	3.42352	3.5494
266970_at	3.35711	4.10694	3.53033	4.66888	3.53033	3.81359	3.27448
266971_at	8.2626	7.2736	8.22439	6.61882	7.89518	7.39444	8.20915
266972_at	2.97288	3.00245	2.9213	2.92732	2.83036	2.89418	2.96931
266973_at	3.68852	3.16467	3.30806	3.24345	3.30806	3.30806	3.38315
266974_at	3.10811	3.10811	3.12593	2.98837	3.15711	3.10811	3.0961
266975_at	3.93918	3.86638	3.93918	3.995	3.77085	3.94905	3.91306
266976_at	3.80721	3.78811	3.89312	3.74131	3.92998	3.77234	3.76471
266977_at	8.04307	7.38229	8.43205	7.45693	8.01197	8.04307	8.53672
266978_at	4.53351	4.39036	4.36798	4.27583	4.36798	4.3026	4.41491
266979_at	8.03919	11.7751	8.28037	11.2738	7.98978	11.5564	8.49362
266980_at	7.83203	7.78131	7.7247	8.41455	7.89247	7.96162	7.96517
266981_at	9.95728	10.432	9.87324	10.9398	9.95081	10.5062	9.91352
266982_at	6.10559	6.14632	5.89249	6.4176	6.14632	6.24257	6.03485
266983_at	7.42912	6.10238	7.42403	5.95483	7.55155	6.52819	7.5406
266984_at	9.86992	8.63461	9.73861	8.47446	9.89947	8.49843	9.65897
266985_at	7.9977	7.95156	7.91491	7.7336	7.88654	7.67737	8.05686
266986_at	7.9433	7.78832	7.8285	7.52857	7.7927	7.60762	7.92119
266987_at	4.8753	5.40601	5.06082	5.72855	4.86687	5.81796	5.04846
266988_at	3.67086	3.50081	3.67252	3.39271	3.50871	3.25118	3.50081
266989_at	3.39513	3.2919	3.22921	3.53254	3.27448	3.27448	3.27448
266990_at	5.47565	8.23908	5.95658	7.92923	5.20444	8.43087	5.64881
266991_at	7.06072	7.92316	7.04984	8.24342	6.93724	8.30296	7.18787
266992_at	9.27138	3.04909	9.01068	2.88239	8.89905	3.35542	8.6325
